ni;REGIONAL;MUNICIPIO;ESCOLA
33097054;METROPOLITANA II;ITABORAÍ;CIEP 308 PASCOAL CARLOS MAGNO
33097178;METROPOLITANA II;ITABORAÍ;CIEP 451 ELIZA ANTONIA RAINHO DIAS
33098786;METROPOLITANA II;ITABORAÍ;CIEP 453 DOUTOR MILTON RODRIGUES ROCHA
33098794;METROPOLITANA II;ITABORAÍ;CIEP 415 MIGUEL DE CERVANTES
33098808;METROPOLITANA II;ITABORAÍ;CIEP 426 EDUARDO RIBEIRO DE CARVALHO
33088870;METROPOLITANA II;SÃO GONÇALO;CIEP 430 CARLOS MARIGHELLA
33088896;METROPOLITANA II;SÃO GONÇALO;CIEP 306 DEPUTADO DAVID QUINDERÉ
33088900;METROPOLITANA II;SÃO GONÇALO;CIEP 249 PASTOR WALDEMAR ZARRO
33088926;METROPOLITANA II;SÃO GONÇALO;CIEP 240 PROFESSOR HAROLDO TEIXEIRA VALLADAO
33088942;METROPOLITANA II;SÃO GONÇALO;CIEP 248 PROFESSOR TULIO RODRIGUES PERLINGEIRO
33088950;METROPOLITANA II;SÃO GONÇALO;CIEP 052 PROFESSORA ROMANDA GOUVEIA GONÇALVES
33088969;METROPOLITANA II;SÃO GONÇALO;CIEP 041 VITAL BRAZIL
33089043;METROPOLITANA II;SÃO GONÇALO;CE ARMANDO GONCALVES
33089051;METROPOLITANA II;SÃO GONÇALO;CE DOUTOR ADINO XAVIER
33089060;METROPOLITANA II;SÃO GONÇALO;CE ISMAEL BRANCO
33089086;METROPOLITANA II;SÃO GONÇALO;CE MINISTRO JOSE DE MOURA E SILVA
